ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number
HZ06-PSPEC2-119,Current Limit,I LIM,,,4.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1023,IlimPmosN_noTrip,HZ06-MVPATE-1023,IlimPmosN_noTrip,7410
,,,,,,,,,HZ06-MVPHUB-1021,IlimPmosP_noTrip,HZ06-MVPATE-1021,IlimPmosP_noTrip,7400
HZ06-PSPEC2-120,Output Stage On-Resistance,R ON,PMOS + NMOS (Full H-Bridge),,400,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1853,OUTN_NMOS_RdsON,HZ06-MVPATE-1881,OUTN_NMOS_RdsON,7215
,,,,,,,,,HZ06-MVPHUB-1854,OUTN_PMOS_RdsON,HZ06-MVPATE-1882,OUTN_PMOS_RdsON,7220
,,,,,,,,,HZ06-MVPHUB-1851,OUTP_NMOS_RdsON,HZ06-MVPATE-1879,OUTP_NMOS_RdsON,7200
,,,,,,,,,HZ06-MVPHUB-1852,OUTP_PMOS RdsON,HZ06-MVPATE-1880,OUTP_PMOS RdsON,7205
HZ06-PSPEC2-121,Output Stage On-Resistance Matching,,​OUTP PMOS + OUTN NMOS vs OUTP NMOS + OUTN PMOS,,25,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1856,NMOS Matching,HZ06-MVPATE-1884,NMOS Matching,7230
,,,,,,,,,HZ06-MVPHUB-1855,PMOS Matching,HZ06-MVPATE-1883,PMOS Matching,7225
HZ06-PSPEC2-278,Amplifier Short Circuit Autorestart,,Amplifier outputs exceed output current limit.,,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-344,Load Resistance,R SPK,,3.2,,,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-345,Load Inductance,L SPK,,0,,300,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-122,Resolution,,,,8,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-123,VBAT Measurement Voltage Range,,,2.65,,5.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-765,Batt_ADC_MaxV,HZ06-MVPATE-765,Batt_ADC_MaxV,1515
,,,,,,,,,HZ06-MVPHUB-763,Batt_ADC_MinV,HZ06-MVPATE-763,Batt_ADC_MinV,1520
HZ06-PSPEC2-124,VBAT Measurement Accuracy,,T A  = 25°C,-37.5,,37.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-767,Batt_abs_acc,HZ06-MVPATE-767,Batt_abs_acc,1545
HZ06-PSPEC2-125,VBAT Measurement Accuracy,,Across specified T A  range,-45,,45,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-767,Batt_abs_acc,HZ06-MVPATE-767,Batt_abs_acc,1545
HZ06-PSPEC2-126,PVDD Measurement Voltage Range,,,6,,11,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-771,Bst_ADC_MaxV,HZ06-MVPATE-771,Bst_ADC_MaxV,1550
,,,,,,,,,HZ06-MVPHUB-769,Bst_ADC_MinV,HZ06-MVPATE-769,Bst_ADC_MinV,1555
HZ06-PSPEC2-127,PVDD Measurement Accuracy,,,-100,,100,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-773,Bst_abs_acc,HZ06-MVPATE-773,Bst_abs_acc,1580
HZ06-PSPEC2-129,Temperature Measurement Accuracy,,T A  = 25°C to 150°C,,±8,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-776,ADC_Temp_acc,HZ06-MVPATE-776,ADC_Temp_acc,1595
HZ06-PSPEC2-130,BDE Gain Attack Delay Time to Gain Change,,Measurement ADC sampling VBAT at 512kHz,,10,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-131,BDE Gain Attack Delay Time to Interrupt,,Measurement ADC sampling VBAT at 512kHz,,5,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-132,Resolution,,,,16,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-133,Sample Rate,,,4,,48,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-134,Voltage Range,,,,+/-11,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-998,V_gain_20V,HZ06-MVPATE-998,V_gain_20V,4560
HZ06-PSPEC2-135,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.2,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-136,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, DC blocking filter disabled",,TBD (1σ),,"IV - Not Production Tested, Characterized by ATE",No,HZ06-MVPHUB-1001,VMON_Offset,HZ06-MVPATE-1001,VMON_Offset,4575
HZ06-PSPEC2-137,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost on",,80,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",HZ06-MVPATE-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",7340
HZ06-PSPEC2-325,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost bypassed",,78,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1846,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",HZ06-MVPATE-1953,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",7340
HZ06-PSPEC2-138,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost on",,79,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",HZ06-MVPATE-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",7340
HZ06-PSPEC2-326,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost bypassed",,77,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-1846,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",HZ06-MVPATE-1953,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",7340
HZ06-PSPEC2-139,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker voltage = 3V RMS , boost on",,-65,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1002,VMON_THD+N_8p5V,HZ06-MVPATE-1002,VMON_THD+N_8p5V,7335
HZ06-PSPEC2-327,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker voltage = 3V RMS , boost bypassed",,TBD,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1847,VMON_THD+N_bst_bypass_3p7V,HZ06-MVPATE-1877,VMON_THD+N_bst_bypass_3p7V,7335
HZ06-PSPEC2-140,Absolute Accuracy,,T A  = +25°C,,+/-1,+/-3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-999,V_sns_abs_acc,HZ06-MVPATE-999,V_sns_abs_acc,4565
HZ06-PSPEC2-141,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-142,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-143,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-144,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-145,DVDD Power Supply Rejection Ratio (DVDD to VMON),PSRR,"No Input Signal, DVDD=1.8V, AC, f = 1kHz, 100mVP-P ripple",,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-146,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-147,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 01",,0.118,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-148,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 10",,0.235,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-149,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 11",,3.7,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-150,Resolution,,,,16,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-151,Sample Rate,,,4,,48,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-152,Current Range,,,,+/-3,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-982,I_sns_gain_6A,HZ06-MVPATE-982,I_sns_gain_6A,4440
HZ06-PSPEC2-153,DC Offset Current,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.12,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-1919,IMON_DC Offset Current(DC blocking filter enabled),HZ06-MVPATE-1952,IMON_DC Offset Current(DC blocker enabled),735
HZ06-PSPEC2-154,DC Offset Current,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, DC blocking filter disabled",,TBD (1σ),,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",No,HZ06-MVPHUB-970,IMON_ Offset,HZ06-MVPATE-970,IMON_ Offset,4335
,,,,,,,,,HZ06-MVPHUB-1920,IMON_DC Offset Current,HZ06-MVPATE-1951,IMON_DC Offset Current,7380
HZ06-PSPEC2-155,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost on",,78,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-986,IMON_Dynamic Range,HZ06-MVPATE-986,IMON_Dynamic Range,7350
HZ06-PSPEC2-328,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost bypassed",,76,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1897,IMON_DNR_boost_bypassed_20khz,HZ06-MVPATE-1925,IMON_DNR_boost_bypassed_20khz,7350
HZ06-PSPEC2-156,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost on",,76,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-986,IMON_Dynamic Range,HZ06-MVPATE-986,IMON_Dynamic Range,7350
HZ06-PSPEC2-329,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost bypassed",,74,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-1897,IMON_DNR_boost_bypassed_20khz,HZ06-MVPATE-1925,IMON_DNR_boost_bypassed_20khz,7350
HZ06-PSPEC2-157,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker current = 375mA RMS , boost on",,-59,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-985,IMON_THD+N,HZ06-MVPATE-985,IMON_THD+N_Boost_On_20khz,7345
HZ06-PSPEC2-330,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker current = 375mA RMS , boost bypassed",,TBD,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1896,IMON_THD + N Boost bypassed,HZ06-MVPATE-1924,IMON_THD + N Boost bypassed,7345
HZ06-PSPEC2-158,Absolute Accuracy,,T A  = +25°C,,+/-2,+/-3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-983,I_sns_abs_acc,HZ06-MVPATE-983,I_sns_abs_acc,4460
HZ06-PSPEC2-159,Voltage and Current Accuracy Drift Tracking,,"T A  = 0°C to 85°C, normalized to 25°C",,0.4,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-160,Voltage to Current Crosstalk,,I/V data on PCM interface,,-60,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-755,IV_Xtalk_Post,HZ06-MVPATE-755,IV_Xtalk_Post,4200
HZ06-PSPEC2-161,Voltage to Current Crosstalk,,I/V data on PDM interface,,-60,,VI - Internal Design Target,Yes,HZ06-MVPHUB-755,IV_Xtalk_Post,HZ06-MVPATE-755,IV_Xtalk_Post,4200
HZ06-PSPEC2-162,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-163,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-164,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-165,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-166,DVDD Power Supply Rejection Ratio (DVDD to IMON),PSRR,"No Input Signal, VDVDD=1.8V, AC, f = 1kHz, 100mVP-P ripple",,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-167,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_I_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-168,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_I_DCBLK[1:0] = 01",,0.118,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-169,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_I_DCBLK[1:0] = 10",,0.235,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-170,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_I_DCBLK[1:0] = 11",,3.7,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-171,Input Voltage High,V IH,,0.7 x DVDD,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1039,Vih_BCLK,HZ06-MVPATE-1039,Vih_BCLK,8045
,,,,,,,,,HZ06-MVPHUB-1041,Vih_Din,HZ06-MVPATE-1041,Vih_Din,8055
,,,,,,,,,HZ06-MVPHUB-1048,Vih_ICC,HZ06-MVPATE-1048,Vih_ICC,8085
,,,,,,,,,HZ06-MVPHUB-1040,Vih_LRCLK,HZ06-MVPATE-1040,Vih_LRCLK,8050
,,,,,,,,,HZ06-MVPHUB-1043,Vih_MCLK,HZ06-MVPATE-1043,Vih_MCLK,8065
,,,,,,,,,HZ06-MVPHUB-1042,Vih_WDT,HZ06-MVPATE-1042,Vih_WDT,8060
,,,,,,,,,HZ06-MVPHUB-1029,Vil_BCLK,HZ06-MVPATE-1029,Vil_BCLK,8000
,,,,,,,,,HZ06-MVPHUB-1031,Vil_DIN,HZ06-MVPATE-1031,Vil_DIN,8010
,,,,,,,,,HZ06-MVPHUB-1030,Vil_LRCLK,HZ06-MVPATE-1030,Vil_LRCLK,8005
HZ06-PSPEC2-172,Input Voltage Low,V IL,,,,0.3 x DVDD,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1037,Vil_ICC,HZ06-MVPATE-1037,Vil_ICC,8040
,,,,,,,,,HZ06-MVPHUB-1033,Vil_MCLK,HZ06-MVPATE-1033,Vil_MCLK,8020
,,,,,,,,,HZ06-MVPHUB-1032,Vil_WDT,HZ06-MVPATE-1032,Vil_WDT,8015
HZ06-PSPEC2-173,Input Hysteresis,V hyst,,,0.2 x DVDD,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-174,Input Leakage Current,,,-1,,3.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-636,IH_BCLK/SWCLK,HZ06-MVPATE-636,IH_BCLK/SWCLK,490
,,,,,,,,,HZ06-MVPHUB-638,IH_DIN/SWDATA,HZ06-MVPATE-638,IH_DIN/SWDATA,500
,,,,,,,,,HZ06-MVPHUB-646,IH_ICC,HZ06-MVPATE-646,IH_ICC,540
,,,,,,,,,HZ06-MVPHUB-637,IH_LRCLK,HZ06-MVPATE-637,IH_LRCLK,495
,,,,,,,,,HZ06-MVPHUB-645,IH_MCLK,HZ06-MVPATE-645,IH_MCLK,535
,,,,,,,,,HZ06-MVPHUB-642,IH_WDT,HZ06-MVPATE-642,IH_WDT,520
,,,,,,,,,HZ06-MVPHUB-619,IL_BCLK/SWCLK,HZ06-MVPATE-619,IL_BCLK/SWCLK,405
,,,,,,,,,HZ06-MVPHUB-621,IL_DIN/SWDATA,HZ06-MVPATE-621,IL_DIN/SWDATA,415
,,,,,,,,,HZ06-MVPHUB-629,IL_ICC,HZ06-MVPATE-629,IL_ICC,455
,,,,,,,,,HZ06-MVPHUB-620,IL_LRCLK,HZ06-MVPATE-620,IL_LRCLK,410
,,,,,,,,,HZ06-MVPHUB-628,IL_MCLK,HZ06-MVPATE-628,IL_MCLK,450
,,,,,,,,,HZ06-MVPHUB-625,IL_WDT,HZ06-MVPATE-625,IL_WDT,435
HZ06-PSPEC2-175,Input Capacitance,C IN,"DIN, MCLK/PDMRXCLK, PDMRXDAT",,3,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-176,Input Capacitance,,"BCLK, LRCLK, ICC/PDMTXCLK",,14,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-177,Input Voltage High,V IH,,0.7 x DVDD,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1044,Vih_ADDR,HZ06-MVPATE-1044,Vih_ADDR,8070
,,,,,,,,,HZ06-MVPHUB-1047,Vih_RESET,HZ06-MVPATE-1047,Vih_RESET,8095
HZ06-PSPEC2-178,Input Voltage Low,V IL,,,,0.3 x DVDD,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1034,Vil_ADDR,HZ06-MVPATE-1034,Vil_ADDR,8025
,,,,,,,,,HZ06-MVPHUB-1038,Vil_RESET,HZ06-MVPATE-1038,Vil_RESET,8090
HZ06-PSPEC2-179,Input Leakage Current,,,-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-643,IH_ADDR,HZ06-MVPATE-643,IH_ADDR,525
,,,,,,,,,HZ06-MVPHUB-644,IH_RESET,HZ06-MVPATE-644,IH_RESET,530
,,,,,,,,,HZ06-MVPHUB-626,IL_ADDR,HZ06-MVPATE-626,IL_ADDR,440
